ID,TargetD,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,DemMedHomeValue,DemPctVeterans,DemMedIncome
00063107,$10.00,9,30,6,19,$8.00,$7.33,$4.73,18,122,13,31,70,6,17,32,"$57,800",41,"$59,357"
00004588,$15.00,3,32,2,11,$25.00,$12.33,$12.44,5,123,39,60,129,8,18,34,"$56,100",38,$0
00059811,$5.00,3,7,1,3,$3.00,$17.67,$15.29,15,52,11,33,42,6,17,18,"$36,000",35,$0
00063216,$5.00,4,5,3,3,$7.00,$6.00,$5.80,16,28,13,26,24,6,12,10,"$43,100",31,"$46,731"
00063267,$10.00,1,10,1,4,$10.00,$10.00,$10.80,16,80,8,29,55,4,14,22,"$16,600",0,"$34,761"
00063542,$26.00,3,9,2,6,$25.00,$21.67,$14.56,17,93,14,33,63,6,15,23,"$44,500",32,"$60,290"
00063725,$25.00,1,1,1,1,$25.00,$25.00,$25.00,21,21,11,18,17,5,8,7,"$63,700",34,$0
00003550,$10.00,1,6,0,1,$10.00,$15.00,$11.50,15,90,25,39,65,5,5,18,"$34,200",33,"$41,875"
00063612,$18.00,1,2,0,0,$16.00,$16.00,$13.50,18,40,10,25,27,4,4,10,"$41,600",0,"$43,357"
00063865,$12.00,1,19,1,12,$12.00,$12.00,$5.58,18,128,12,29,70,5,12,29,"$44,800",32,"$44,409"
00063971,$4.00,5,6,4,4,$4.00,$4.80,$4.50,15,29,13,26,25,6,12,10,"$44,400",31,$0
00186334,$10.00,2,19,1,6,$5.00,$12.50,$8.95,9,101,18,38,73,6,15,27,"$83,600",36,$0
00064058,$20.00,2,3,1,2,$15.00,$12.50,$10.00,21,45,11,25,29,5,10,10,"$90,400",31,"$53,270"
00064074,$10.00,1,1,0,0,$15.00,$15.00,$15.00,27,27,7,20,17,3,3,8,"$32,500",44,"$32,294"
00064115,$15.00,3,12,1,8,$15.00,$13.33,$7.50,19,127,7,27,60,4,14,28,"$50,100",29,"$41,228"
00064161,$11.00,3,4,1,1,$11.00,$11.00,$9.50,19,31,12,26,24,6,12,10,"$58,800",25,"$45,788"
00171397,$25.00,3,5,2,3,$25.00,$23.33,$29.00,16,45,9,25,30,4,12,11,"$70,900",48,"$51,091"
00064224,$20.00,3,6,3,5,$15.00,$11.67,$12.83,20,76,13,30,52,6,13,18,"$86,600",12,"$45,235"
00064261,$10.00,4,24,1,12,$10.00,$7.50,$5.63,16,128,7,23,59,3,11,27,"$36,900",30,"$43,112"
00064388,$14.00,2,23,1,14,$14.00,$13.00,$8.22,21,128,12,30,78,5,13,31,"$72,500",33,"$54,926"
00064400,$21.00,0,1,0,0,$15.00,$0.00,$15.00,22,22,8,8,14,3,3,5,"$103,300",15,$0
00064441,$10.00,2,14,0,11,$10.00,$10.00,$5.43,20,122,13,31,66,6,6,29,"$38,600",57,"$44,559"
00064430,$13.00,2,3,1,1,$10.00,$12.50,$11.67,15,17,12,16,15,5,7,6,"$38,600",28,$0
00064467,$12.00,1,13,0,7,$10.00,$10.00,$12.69,18,90,6,15,42,3,3,16,"$44,400",32,$0
00064480,$10.00,2,7,0,3,$6.00,$9.50,$7.14,17,52,13,31,39,6,6,17,"$52,600",30,$0
00064609,$50.00,2,3,1,2,$50.00,$37.50,$33.33,17,57,13,30,41,6,14,17,"$85,900",22,"$77,130"
00064650,$40.00,2,2,2,2,$30.00,$26.50,$26.50,24,33,12,30,29,6,14,12,"$58,700",21,"$46,250"
00064683,$10.00,2,2,2,2,$20.00,$15.00,$15.00,23,29,10,23,23,4,10,9,"$47,700",24,"$55,282"
00064749,$15.00,4,8,3,5,$15.00,$13.50,$11.25,19,56,13,33,48,6,16,19,"$210,800",37,"$109,313"
00065804,$10.00,6,17,2,5,$6.00,$8.17,$6.41,15,93,13,34,57,6,17,23,"$66,800",24,"$64,119"
00064772,$15.00,5,8,2,3,$10.00,$9.60,$8.00,17,44,13,32,37,6,16,16,"$71,000",20,"$64,119"
00041901,$100.00,4,9,1,4,$26.00,$26.50,$26.44,15,91,16,35,66,6,15,25,"$38,000",40,"$43,750"
00064874,$10.00,1,2,0,1,$16.00,$16.00,$13.00,19,39,10,25,27,4,4,10,"$74,200",33,"$57,224"
00064872,$10.00,6,9,4,5,$12.00,$9.00,$8.00,17,41,14,33,37,6,16,15,"$118,900",27,"$57,224"
00064906,$50.00,1,1,1,1,$25.00,$25.00,$25.00,17,17,12,18,17,5,8,7,"$64,000",30,"$55,716"
00064991,$6.00,7,16,4,10,$6.00,$6.00,$5.25,22,105,10,31,58,5,15,25,"$60,000",30,"$60,028"
00065073,$10.00,2,15,1,7,$10.00,$11.00,$9.67,22,119,11,30,66,5,13,29,"$96,900",25,"$67,735"
00065061,$25.00,2,5,1,2,$25.00,$20.00,$20.00,25,53,12,34,45,6,17,20,"$155,900",36,"$67,735"
00013089,$34.00,2,11,0,1,$25.00,$25.50,$20.18,5,65,34,56,84,5,5,21,"$78,200",26,"$61,835"
00065124,$5.00,7,13,5,6,$9.00,$9.29,$8.23,21,43,11,33,38,6,17,17,"$85,000",36,"$67,000"
00065136,$20.00,2,2,2,2,$75.00,$42.50,$42.50,23,29,13,27,25,6,13,11,"$88,600",32,"$54,200"
00066300,$14.00,7,13,3,7,$16.00,$14.57,$11.54,18,93,14,36,61,6,17,24,"$67,500",24,"$41,963"
00065189,$13.00,4,12,2,4,$12.00,$11.00,$9.50,16,90,8,23,47,4,12,19,"$45,000",40,"$41,963"
00065181,$11.00,4,10,3,7,$12.00,$9.50,$9.80,19,67,13,35,56,6,17,22,"$62,600",40,"$41,963"
00065245,$10.00,4,6,2,3,$11.00,$11.00,$10.83,19,40,13,34,37,6,16,15,"$47,300",28,"$49,118"
00065374,$20.00,5,8,4,6,$20.00,$20.00,$16.75,17,64,14,31,52,6,14,18,"$42,600",30,"$51,364"
00065423,$10.00,6,6,4,4,$10.00,$10.33,$10.33,17,33,13,32,33,6,15,13,"$103,300",27,"$68,331"
00065421,$15.00,5,5,4,4,$15.00,$14.20,$14.20,24,36,11,30,29,6,16,14,"$72,700",31,"$68,331"
00065565,$10.00,4,17,1,11,$6.00,$5.75,$4.18,16,124,7,21,55,3,9,23,"$70,700",30,"$57,954"
00065596,$9.00,15,22,7,9,$6.00,$5.07,$4.59,18,43,13,35,44,6,17,17,"$58,700",30,"$55,836"
00065634,$12.00,4,12,3,6,$12.00,$10.50,$10.17,18,128,13,33,73,5,14,31,"$41,300",37,"$71,303"
00065656,$25.00,2,2,2,2,$20.00,$15.00,$15.00,17,29,10,23,22,4,10,9,"$92,800",0,$0
00065746,$20.00,1,6,1,6,$15.00,$15.00,$10.00,23,104,10,27,55,4,11,20,"$78,000",47,"$59,924"
00065806,$5.00,6,21,5,15,$5.00,$5.00,$4.81,16,97,12,28,65,5,15,27,"$81,400",26,"$60,456"
00065740,$12.00,5,10,4,7,$11.00,$10.80,$9.30,19,56,13,35,51,6,17,20,"$77,700",31,"$60,456"
00189916,$5.00,1,6,0,2,$30.00,$30.00,$21.17,18,86,13,35,59,6,6,24,"$80,500",38,"$60,456"
00065915,$6.00,4,9,1,4,$10.00,$6.25,$5.11,18,76,12,31,48,6,14,19,"$68,300",34,$0
00065899,$10.00,4,4,3,3,$9.00,$7.25,$7.25,16,31,9,22,21,4,10,8,"$90,500",66,"$63,192"
00066322,$10.00,3,3,2,2,$10.00,$7.33,$7.33,18,24,12,22,20,6,11,9,"$115,200",42,"$80,468"
00065968,$9.00,6,16,4,10,$6.00,$9.83,$7.94,18,89,14,36,63,6,17,25,"$104,000",7,"$80,468"
00066037,$21.00,2,8,0,2,$17.00,$16.00,$15.13,18,55,13,34,47,6,6,19,"$147,800",28,"$65,257"
00066220,$20.00,2,4,1,3,$20.00,$20.00,$21.25,17,81,13,31,53,6,14,23,"$81,600",40,"$67,860"
00066219,$50.00,1,5,0,1,$50.00,$50.00,$35.00,17,75,13,29,54,6,6,20,"$113,900",28,"$67,860"
00066199,$5.00,7,9,3,3,$6.00,$4.86,$4.67,17,32,16,31,32,7,14,12,"$64,600",40,"$67,860"
00066187,$15.00,2,2,1,1,$20.00,$15.00,$15.00,16,20,14,22,19,6,10,8,"$70,100",29,"$67,860"
00066265,$40.00,2,12,1,7,$25.00,$25.00,$20.42,23,105,13,31,67,6,14,27,"$49,700",36,"$50,898"
00066244,$10.00,3,3,2,2,$15.00,$11.67,$11.67,18,33,12,30,29,6,14,12,"$43,400",23,"$50,898"
00066303,$2.00,6,11,2,4,$3.00,$4.50,$3.73,18,102,7,20,30,4,10,11,"$70,400",28,"$35,938"
00066393,$50.00,1,5,1,4,$10.00,$30.00,$21.00,18,57,12,31,45,6,15,19,"$60,500",34,"$59,000"
00003691,$20.00,1,2,0,0,$20.00,$20.00,$20.00,14,15,27,32,29,5,5,6,"$60,500",23,$0
00065500,$15.00,3,3,1,1,$15.00,$12.33,$12.33,15,30,12,26,24,5,11,10,"$69,000",32,"$68,536"
00066532,$2.00,4,4,2,2,$2.00,$5.00,$5.00,18,33,9,25,23,4,11,10,"$40,700",33,"$49,714"
00013300,$10.00,3,14,3,7,$7.00,$9.33,$6.64,13,128,24,38,59,5,11,16,"$41,000",42,"$49,714"
00188812,$20.00,2,3,1,1,$20.00,$16.00,$17.33,5,30,14,26,24,6,12,11,"$107,600",36,"$76,915"
00066762,$5.00,4,15,1,8,$5.00,$12.00,$8.53,5,131,19,40,76,7,17,34,"$63,200",0,"$51,941"
00066757,$4.00,13,44,7,20,$5.00,$3.92,$3.61,17,98,12,31,68,5,16,28,"$66,400",0,$0
00066745,$5.00,1,1,1,1,$15.00,$15.00,$15.00,17,17,10,15,13,4,6,5,"$58,400",0,"$56,296"
00010502,$15.00,8,30,4,6,$14.00,$14.50,$13.47,4,66,38,59,104,9,20,27,"$117,900",22,$0
00190789,$18.00,4,15,2,12,$18.00,$16.25,$12.00,18,130,13,34,75,6,17,32,"$177,000",21,"$98,346"
00066830,$10.00,3,4,0,1,$10.00,$10.00,$10.00,18,42,13,31,30,6,6,13,"$94,300",44,"$71,499"
00002365,$9.00,9,14,7,8,$4.00,$5.00,$4.57,12,53,26,44,60,11,20,23,"$140,800",32,"$71,499"
00066891,$5.00,5,21,3,9,$7.00,$5.60,$3.86,15,91,13,32,64,6,15,24,"$111,500",43,"$87,796"
00010467,$20.00,4,18,0,5,$10.00,$10.00,$12.33,4,75,31,52,96,8,8,26,"$108,900",30,"$86,934"
00067000,$9.00,6,11,2,4,$10.00,$8.83,$7.45,19,56,14,34,46,6,15,19,"$91,400",39,"$79,842"
00067075,$18.00,6,13,5,10,$20.00,$17.50,$13.23,17,124,14,36,56,6,17,26,"$60,900",43,"$48,304"
00067030,$50.00,2,3,1,1,$50.00,$25.00,$33.33,26,28,12,26,25,5,12,10,"$38,800",25,$0
00067315,$27.00,2,8,1,5,$30.00,$27.50,$20.25,18,81,13,35,60,6,17,26,"$86,200",24,"$83,356"
00067304,$20.00,2,4,2,3,$19.00,$17.00,$22.25,21,53,14,33,46,6,15,18,"$133,500",32,"$83,356"
00067342,$30.00,3,7,2,4,$20.00,$15.00,$11.29,18,57,13,35,47,6,17,20,"$88,600",25,"$83,609"
00067333,$8.00,2,3,2,2,$11.00,$7.00,$8.33,18,23,12,22,20,6,11,9,"$109,200",27,"$83,609"
00066223,$10.00,1,7,0,5,$15.00,$15.00,$9.57,18,91,11,29,51,4,4,21,"$87,000",38,"$83,609"
00067422,$30.00,2,2,0,0,$35.00,$25.00,$25.00,15,28,12,24,22,5,5,9,"$47,500",35,"$56,710"
00067541,$7.00,3,11,0,5,$6.00,$7.67,$6.36,15,92,13,32,57,6,6,23,"$55,800",28,"$47,308"
00067595,$15.00,2,9,0,4,$15.00,$15.00,$13.33,18,111,13,33,66,6,6,31,"$15,700",29,"$26,491"
00067712,$100.00,6,26,1,9,$75.00,$48.50,$27.42,19,126,13,35,80,6,17,31,"$45,900",46,$0
00185687,$10.00,2,3,0,0,$10.00,$12.50,$11.67,10,32,17,30,28,6,6,10,"$44,800",28,"$26,372"
00067808,$10.00,5,33,2,19,$5.00,$10.20,$8.79,17,130,14,35,86,6,17,35,"$18,500",27,"$29,081"
00067789,$20.00,3,4,1,2,$20.00,$15.67,$13.00,18,42,12,32,32,6,15,14,"$23,300",21,"$29,081"
00067900,$20.00,2,2,0,0,$20.00,$17.50,$17.50,26,32,9,23,22,4,4,9,"$29,400",14,"$45,610"
00067961,$21.00,2,3,2,3,$15.00,$15.00,$15.00,22,45,10,28,35,4,12,13,"$35,500",28,$0
00067954,$35.00,3,4,2,2,$25.00,$18.33,$16.25,17,33,13,31,30,6,15,13,"$31,300",16,"$50,028"
00068022,$15.00,5,11,4,6,$13.00,$12.60,$10.00,23,88,13,34,60,6,16,23,"$43,500",55,"$49,277"
00068120,$20.00,2,7,1,3,$25.00,$22.50,$12.71,19,81,13,33,55,6,16,22,"$69,800",30,"$55,183"
00068148,$10.00,4,6,2,3,$10.00,$10.25,$9.33,18,41,12,32,35,6,15,14,"$24,500",24,"$34,162"
00068240,$25.00,4,13,3,9,$20.00,$19.25,$12.85,22,122,12,34,68,6,17,30,"$23,700",26,"$33,698"
00009390,$5.00,0,32,0,11,$5.00,$0.00,$8.09,4,126,37,37,112,7,7,33,"$26,600",20,"$33,698"
00068427,$25.00,2,5,1,2,$60.00,$55.00,$38.00,16,77,14,31,51,6,14,20,"$48,300",23,$0
00068440,$15.00,3,3,2,2,$15.00,$13.67,$13.67,22,33,11,29,28,6,15,13,"$32,700",28,"$29,143"
00068534,$9.00,4,7,2,5,$7.00,$8.00,$7.43,15,81,10,26,49,4,11,20,"$65,100",32,"$54,371"
00068563,$30.00,2,2,2,2,$25.00,$22.50,$22.50,21,23,13,23,22,6,11,9,"$211,900",24,"$138,188"
00068589,$20.00,3,7,3,5,$18.00,$16.33,$13.57,16,65,14,36,53,6,17,20,"$166,200",42,"$123,516"
00068650,$15.00,4,10,3,8,$10.00,$9.75,$7.60,22,101,12,32,55,6,15,23,"$118,600",19,"$76,424"
00068669,$15.00,2,2,2,2,$15.00,$9.50,$9.50,21,30,10,22,20,4,9,8,"$73,200",34,"$95,516"
00068750,$25.00,1,2,0,1,$25.00,$25.00,$25.00,26,52,9,23,32,4,4,12,"$108,900",23,"$66,309"
00067655,$9.00,3,20,0,8,$10.00,$8.67,$5.75,18,130,15,34,76,6,6,30,"$94,000",26,$0
00068797,$10.00,4,9,2,4,$11.00,$10.25,$7.67,17,44,14,36,42,6,17,17,"$92,700",20,"$72,352"
00001357,$15.00,10,21,6,9,$18.00,$13.90,$10.67,15,126,29,51,102,11,22,41,"$88,900",25,"$61,176"
00069034,$25.00,0,1,0,0,$25.00,$0.00,$25.00,23,23,8,8,13,3,3,5,"$89,500",43,"$70,044"
00069122,$13.00,5,8,2,3,$14.00,$12.60,$10.50,16,77,16,32,52,6,13,19,"$73,200",21,"$78,289"
00069149,$25.00,2,3,1,2,$25.00,$25.00,$25.00,23,33,13,29,29,6,13,12,"$139,500",32,$0
00066610,$10.00,1,1,1,1,$15.00,$15.00,$15.00,20,20,10,17,15,4,7,6,"$110,200",28,"$72,073"
00069465,$20.00,1,3,1,2,$15.00,$15.00,$10.00,21,40,10,28,31,4,12,12,"$157,200",23,"$85,873"
00069506,$15.00,2,13,2,7,$17.00,$16.00,$13.00,25,125,11,33,65,6,17,29,"$92,100",28,"$72,554"
00069116,$20.00,3,9,1,4,$20.00,$19.33,$15.22,16,53,15,37,51,6,17,20,"$115,100",31,$0
00069536,$8.00,5,20,4,16,$10.00,$7.80,$6.00,16,127,14,35,74,6,16,33,"$39,400",28,$0
00069537,$15.00,3,5,2,2,$10.00,$9.67,$8.60,16,31,12,28,26,6,14,12,"$54,500",30,"$58,684"
00070944,$20.00,1,1,0,0,$20.00,$20.00,$20.00,19,19,11,18,16,4,4,6,"$35,700",29,"$46,487"
00069577,$8.00,3,5,1,2,$10.00,$8.00,$7.20,19,45,13,31,34,6,13,13,"$97,300",32,$0
00069822,$15.00,2,3,0,1,$15.00,$13.00,$10.33,18,41,12,30,30,6,6,12,"$85,900",28,"$60,936"
00069855,$5.00,9,10,6,7,$6.00,$4.56,$4.40,18,41,12,31,32,6,16,15,"$60,800",32,"$54,499"
00067742,$5.00,2,10,1,6,$15.00,$15.00,$7.90,15,121,12,32,64,5,14,29,"$110,100",25,"$70,504"
00069997,$26.00,5,13,3,8,$30.00,$25.00,$15.54,18,130,13,31,72,6,16,29,"$107,200",19,"$81,196"
00008386,$7.00,1,10,0,9,$25.00,$25.00,$44.70,26,117,12,33,94,5,5,35,"$43,500",36,"$44,225"
00070076,$10.00,3,25,2,13,$10.00,$10.00,$7.32,18,130,13,32,75,6,17,33,"$40,300",36,"$35,723"
00070069,$11.00,3,13,0,5,$12.00,$12.00,$10.31,16,74,13,33,56,6,6,22,"$33,000",22,"$35,723"
00070090,$21.00,2,4,0,1,$15.00,$15.00,$11.50,24,53,11,30,39,5,5,16,"$31,300",34,"$34,496"
00070079,$15.00,1,1,1,1,$15.00,$15.00,$15.00,17,17,10,15,13,4,6,5,"$36,500",30,"$34,496"
00070146,$10.00,4,24,2,11,$12.00,$10.50,$6.88,16,124,7,18,67,3,10,27,"$60,600",37,"$37,781"
00005610,$10.00,2,60,2,14,$10.00,$10.00,$7.52,4,121,36,56,131,8,17,33,"$66,600",34,"$45,303"
00070217,$10.00,3,5,1,1,$4.00,$6.00,$5.20,18,31,12,26,25,6,12,10,"$32,000",29,"$40,271"
00070216,$20.00,2,4,1,1,$12.00,$7.50,$9.25,15,21,13,21,19,6,10,8,"$36,400",37,$0
00070039,$13.00,6,30,5,15,$13.00,$12.00,$10.13,21,127,13,31,79,6,17,33,"$82,800",30,$0
00043595,$6.00,4,4,2,2,$5.00,$5.75,$5.75,15,33,11,26,26,4,11,10,"$68,400",26,$0
00011267,$6.00,6,26,5,16,$7.00,$6.67,$6.46,20,127,15,34,94,5,15,33,"$42,800",40,$0
00070493,$25.00,1,17,1,8,$25.00,$25.00,$12.00,24,112,12,32,76,6,15,29,"$27,900",44,$0
00065668,$10.00,4,5,2,3,$15.00,$9.75,$8.40,15,44,15,35,37,6,15,15,"$40,400",41,$0
00070524,$23.00,3,10,1,2,$10.00,$13.00,$10.80,17,87,13,35,54,6,17,21,"$51,000",48,"$60,084"
00070565,$15.00,4,12,3,9,$13.00,$14.00,$10.83,23,88,11,32,61,5,15,23,"$41,300",44,"$30,633"
00070722,$16.00,1,6,0,2,$16.00,$16.00,$12.33,18,77,11,26,48,4,4,16,"$35,500",25,"$40,824"
00070774,$4.00,8,10,5,6,$4.00,$3.88,$3.70,15,41,12,32,34,6,16,15,"$39,400",33,"$40,588"
00070803,$4.00,6,16,5,11,$5.00,$5.33,$4.94,17,105,13,32,57,6,17,26,"$29,900",38,"$33,079"
00044828,$6.00,5,14,1,2,$9.00,$9.00,$6.86,16,68,14,35,54,6,16,22,"$39,500",36,"$33,079"
00070835,$9.00,5,9,4,5,$7.00,$7.80,$6.11,18,89,14,34,47,6,15,19,"$35,400",39,"$36,635"
00070881,$15.00,3,5,3,4,$20.00,$16.67,$13.00,16,44,14,31,36,6,14,14,"$33,100",27,"$35,658"
00068951,$25.00,3,5,2,3,$25.00,$26.67,$25.00,18,66,15,29,43,6,13,16,"$122,300",31,$0
00071078,$10.00,5,11,1,2,$11.00,$11.20,$10.18,18,41,13,34,38,6,17,16,"$56,200",25,"$66,942"
00071190,$20.00,2,7,0,2,$20.00,$16.00,$8.43,23,88,12,31,51,6,6,20,"$59,500",30,"$47,340"
00071255,$13.00,2,12,2,7,$15.00,$13.50,$12.17,17,89,13,31,62,6,15,23,"$45,800",29,"$47,021"
00071312,$3.00,8,25,5,15,$3.00,$3.13,$3.08,18,110,11,30,68,6,16,31,"$49,700",20,"$45,436"
00071332,$7.00,6,16,4,8,$7.00,$7.50,$7.31,21,92,11,30,58,5,15,25,"$47,800",25,"$60,554"
00071347,$4.00,9,11,5,6,$4.00,$4.33,$4.64,15,41,13,31,34,6,16,15,"$63,800",27,$0
00008531,$10.00,4,19,2,10,$10.00,$10.00,$6.37,15,130,14,32,89,6,13,29,"$49,700",32,"$44,004"
00008204,$10.00,1,16,0,10,$26.00,$26.00,$13.25,27,126,27,49,97,5,5,31,"$30,100",25,"$41,397"
00071400,$15.00,4,22,2,12,$12.00,$10.50,$8.00,18,105,12,32,72,6,16,28,"$60,200",27,"$52,363"
00071146,$10.00,3,6,1,1,$10.00,$9.33,$9.00,18,28,14,28,30,6,13,11,"$60,200",32,"$52,363"
00071427,$30.00,1,4,0,2,$19.00,$19.00,$16.50,26,77,9,26,48,4,4,18,"$91,400",28,"$41,448"
00071425,$7.00,7,11,4,7,$9.00,$7.29,$6.00,18,74,12,30,49,6,15,20,"$71,300",38,"$41,448"
00071491,$25.00,1,2,0,0,$25.00,$25.00,$17.50,17,38,14,30,28,7,7,13,"$78,600",36,"$43,628"
00072190,$13.00,5,23,4,16,$10.00,$6.80,$5.74,17,129,9,22,61,4,11,26,"$67,300",35,$0
00071604,$6.00,6,19,4,10,$5.00,$5.83,$5.95,22,124,11,31,61,6,17,28,"$58,800",33,"$41,031"
00071616,$50.00,4,8,2,5,$34.00,$28.00,$27.63,15,55,15,37,47,6,17,20,"$50,100",37,"$54,375"
00004513,$20.00,2,8,1,6,$20.00,$19.00,$13.00,26,104,14,32,65,5,13,26,"$63,000",35,"$51,918"
00071744,$36.00,2,8,2,6,$25.00,$24.50,$17.00,17,105,14,32,68,6,15,25,"$72,700",19,"$61,719"
00071943,$18.00,5,25,3,12,$15.00,$14.80,$13.68,18,68,14,34,59,6,17,23,"$41,700",33,"$44,677"
00072048,$10.00,9,12,6,6,$10.00,$8.67,$8.08,17,32,13,29,31,6,15,13,"$53,100",37,"$58,194"
00007947,$11.00,6,27,5,16,$10.00,$8.83,$9.07,6,128,45,66,130,13,24,44,"$55,700",31,$0
00072166,$20.00,2,2,1,1,$16.00,$13.00,$13.00,15,23,11,18,16,5,8,7,"$48,300",24,"$53,083"
00072193,$10.00,1,1,1,1,$20.00,$20.00,$20.00,16,16,12,17,14,5,7,6,"$91,800",31,"$63,093"
00072220,$15.00,2,8,0,5,$15.00,$14.00,$9.38,15,112,11,29,58,4,4,23,"$83,500",32,"$63,093"
00072270,$5.00,9,39,8,23,$5.00,$5.44,$5.33,17,130,13,30,79,6,17,33,"$68,300",38,"$47,579"
00187807,$22.00,3,10,1,5,$16.00,$14.00,$12.10,18,57,7,15,25,2,6,10,"$61,200",25,$0
00072308,$46.00,2,8,2,6,$21.00,$23.00,$19.25,25,91,11,32,63,6,16,25,"$60,900",31,"$57,088"
00072321,$10.00,4,6,3,4,$6.00,$10.50,$8.33,16,41,12,28,30,6,14,13,"$62,800",23,$0
00072366,$20.00,1,4,1,1,$15.00,$15.00,$10.50,21,54,11,28,36,5,12,14,"$44,800",33,"$46,333"
00003651,$25.00,2,6,2,2,$50.00,$17.50,$25.83,6,29,29,43,42,9,16,14,"$66,800",0,"$52,330"
00072410,$20.00,3,14,2,11,$20.00,$20.00,$14.57,25,130,13,35,74,6,17,31,"$49,200",38,"$44,845"
00072416,$5.00,2,18,1,10,$10.00,$7.50,$6.72,18,122,12,30,72,5,13,30,"$66,700",28,"$48,542"
00072438,$10.00,4,4,2,2,$10.00,$8.75,$8.75,18,35,12,28,25,6,13,11,"$56,100",41,"$54,146"
00072617,$9.00,3,11,2,5,$4.00,$8.67,$5.45,15,69,15,33,53,6,13,18,"$25,800",26,"$42,784"
00072679,$10.00,5,6,4,4,$9.00,$7.80,$7.33,16,34,13,29,28,6,14,12,"$33,000",22,"$46,404"
00072796,$15.00,3,7,1,3,$15.00,$12.33,$9.57,18,103,15,34,59,6,15,23,"$57,700",24,"$61,870"
00072844,$10.00,7,17,5,10,$10.00,$7.71,$5.76,15,66,13,35,53,6,17,22,"$74,000",32,"$43,514"
00072871,$12.00,5,7,4,4,$10.00,$15.00,$16.43,17,44,13,35,42,6,17,17,"$77,800",22,"$67,748"
00072936,$20.00,3,27,1,16,$27.00,$24.33,$9.59,15,128,14,32,77,6,14,31,"$45,700",36,"$46,678"
00073008,$12.00,6,14,3,7,$11.00,$10.33,$8.21,15,62,14,36,54,6,17,22,"$58,700",25,"$69,515"
00073028,$9.00,4,6,3,5,$9.00,$9.25,$8.83,16,53,7,20,33,4,11,14,"$49,600",29,"$43,836"
00073030,$25.00,1,3,0,1,$15.00,$15.00,$11.67,20,61,10,22,29,4,4,11,"$82,100",31,$0
00073238,$20.00,2,5,1,2,$20.00,$18.00,$14.40,17,69,13,31,47,6,13,16,"$134,800",21,"$61,206"
00187722,$7.00,2,5,2,3,$6.00,$8.50,$6.20,17,53,6,14,20,1,5,8,"$134,800",21,$0
00186067,$10.00,1,3,0,1,$10.00,$20.00,$11.67,9,45,17,32,35,5,5,11,"$92,900",18,"$65,393"
00073272,$15.00,1,8,1,6,$25.00,$25.00,$12.88,18,128,13,29,71,6,14,30,"$92,900",18,"$65,393"
00073282,$25.00,2,6,2,4,$25.00,$25.00,$20.83,17,68,13,34,58,6,17,24,"$80,000",27,"$63,092"
00073175,$10.00,3,21,0,11,$11.00,$10.33,$5.38,16,125,14,32,75,5,5,30,"$87,500",30,"$63,092"
00073371,$10.00,1,24,0,12,$10.00,$10.00,$5.13,19,126,11,24,70,4,4,25,"$36,300",37,$0
00185309,$7.00,8,30,6,15,$20.00,$6.75,$5.20,6,122,19,39,79,7,18,32,"$62,900",35,$0
00073504,$20.00,1,7,0,5,$20.00,$20.00,$13.86,19,75,14,28,52,6,6,19,"$46,000",37,"$41,395"
00073534,$6.00,5,10,3,6,$7.00,$6.40,$5.10,19,44,12,34,38,6,17,17,"$24,600",35,"$48,679"
00073555,$15.00,1,1,1,1,$15.00,$15.00,$15.00,17,17,10,15,13,4,6,5,"$63,300",14,"$57,225"
00073762,$25.00,2,10,2,10,$25.00,$25.00,$17.50,17,123,14,33,74,6,15,30,"$84,000",25,"$58,868"
00073786,$12.00,4,7,1,2,$10.00,$10.25,$8.00,17,51,13,32,39,6,15,16,"$117,600",22,"$48,514"
00073740,$10.00,1,5,0,1,$15.00,$15.00,$8.20,25,68,10,29,46,5,5,17,"$53,700",23,$0
00073625,$10.00,3,18,1,8,$10.00,$10.00,$8.78,25,123,11,33,66,6,17,28,$0,26,$0
00073873,$32.00,3,9,1,6,$27.00,$24.00,$15.22,19,105,13,34,64,6,17,26,"$111,400",32,"$77,218"
00073852,$20.00,2,3,1,2,$20.00,$20.00,$20.00,22,51,12,27,36,6,12,15,"$111,400",32,"$77,218"
00066163,$10.00,3,6,0,1,$20.00,$14.00,$10.50,18,43,14,35,39,6,6,16,"$92,200",30,$0
00120821,$20.00,1,8,0,1,$15.00,$15.00,$9.63,26,64,11,32,52,5,5,19,"$94,600",30,"$77,218"
00185394,$5.00,8,24,5,12,$5.00,$10.63,$8.92,4,109,26,45,83,7,18,31,"$64,700",24,"$44,931"
00073984,$10.00,4,18,3,8,$10.00,$11.00,$9.72,15,89,15,35,70,6,15,24,"$36,200",40,"$39,750"
00066841,$10.00,5,19,4,13,$10.00,$10.52,$8.47,22,125,12,32,71,6,17,33,"$45,700",41,"$42,993"
00005967,$10.00,3,26,1,9,$8.00,$10.00,$8.08,6,123,32,49,105,5,12,28,"$41,000",57,$0
00074043,$12.00,6,15,5,9,$11.00,$12.00,$13.00,23,78,12,34,57,6,17,24,"$41,100",35,"$37,197"
00069642,$14.00,3,10,2,5,$15.00,$13.67,$9.10,18,113,13,31,62,6,15,27,"$37,300",27,$0
